"option","target_relative"
"loglinear",0.411419148339598
"loglinear",0.627970897980352
"loglinear",0.527067297311327
"loglinear",0.621450014886558
"loglinear",0.593606666655318
"loglinear",0.747746786844293
"loglinear",1
"loglinear",0.128574970484031
"loglinear",1
"loglinear",0.1
"loglinear",0.236358872890705
"loglinear",0.446693981971885
"loglinear",0.230737614508952
"loglinear",0.27205546383813
"loglinear",0.1
"loglinear",0.209755390276677
"loglinear",0.1
"loglinear",0.345034777040306
"loglinear",0.151566124250135
"loglinear",0.112250237255482
"loglinear",0.412746168488705
"loglinear",0.176037997044068
"loglinear",0.151745147155279
"loglinear",0.144561809752177
"loglinear",0.52617414253553
"loglinear",0.40879711114208
"loglinear",0.171729367187723
"loglinear",0.272430608626849
"loglinear",0.362338924921976
"loglinear",1
"loglinear",0.619859755065571
"loglinear",0.422822430686072
"loglinear",0.181535286925997
"loglinear",0.230737614508952
"loglinear",0.127799887268778
"loglinear",0.143963014866629
"loglinear",0.16547272257475
"loglinear",0.471456348283479
"loglinear",0.404941470012894
"loglinear",0.34474187428629
"loglinear",0.8790639614787
"loglinear",0.1
"loglinear",0.1
"loglinear",0.506087180401513
"loglinear",0.280712383355195
"loglinear",0.383175807781493
"loglinear",0.272994949659409
"loglinear",0.365299658287311
"loglinear",0.593606666655318
"loglinear",0.288398686809459
"loglinear",0.216010367375532
"loglinear",0.447791631498589
"loglinear",0.1
"loglinear",0.744315074013228
"loglinear",0.1
"loglinear",0.1
"loglinear",0.1
"loglinear",0.1
"loglinear",0.158324529317037
"loglinear",0.547051517343771
"loglinear",0.719188460983022
"loglinear",0.502196772847149
"loglinear",0.1
"loglinear",0.1
"loglinear",0.408364175060875
"loglinear",0.172744948907668
"loglinear",0.250172745703136
"loglinear",0.1
"loglinear",0.1
"loglinear",0.692407007965077
"loglinear",0.241869268231724
"loglinear",0.250993907836566
"loglinear",0.221412695769204
"loglinear",0.1
"loglinear",0.539146921876372
"loglinear",0.1
"loglinear",0.158978587157214
"loglinear",0.1
"loglinear",0.682815986529188
"loglinear",0.277194253862036
"loglinear",0.357204631521162
"loglinear",0.59093444382115
"loglinear",0.209244817145829
"loglinear",0.1
"loglinear",0.629642710981981
"loglinear",0.362665252035472
"loglinear",0.130922594625786
"loglinear",0.473377789064218
"loglinear",0.1
"loglinear",0.1
"loglinear",0.1
"loglinear",0.475322150156047
"loglinear",0.198637422416886
"loglinear",0.66728039493487
"loglinear",0.445603674637418
"loglinear",0.1
"loglinear",0.107607618346568
"loglinear",0.1
"loglinear",0.140582897089601
"loglinear",0.1
"loglinear",0.1
"loglinear",0.259441411454175
"loglinear",0.508466789652487
"loglinear",0.289229263581108
"loglinear",0.694895611094234
"loglinear",0.1
"loglinear",0.351921031175196
"loglinear",0.1
"loglinear",0.251158637854375
"loglinear",0.28881344616492
"loglinear",0.1
"loglinear",0.197329131025484
"loglinear",0.1
"loglinear",0.111618860073233
"loglinear",0.254488682391989
"loglinear",0.1
"loglinear",0.1
"loglinear",0.1
"loglinear",0.1
"loglinear",0.109393564914167
"loglinear",0.209755390276677
"loglinear",0.1
"loglinear",0.163535678522318
"loglinear",0.1
"loglinear",0.200438549458419
"loglinear",0.1
"loglinear",0.1
"loglinear",0.413190917301459
"loglinear",0.1
