"option","target_relative"
"loglinear",0.38742987959427
"loglinear",0.605572233800656
"loglinear",0.698519873611218
"loglinear",0.812124158151278
"loglinear",0.618653729158343
"loglinear",0.825481279601588
"loglinear",0.226714799600188
"loglinear",0.9
"loglinear",0.651503022615921
"loglinear",0.2
"loglinear",0.217655372116842
"loglinear",0.301120600112086
"loglinear",0.524723674048962
"loglinear",0.345569436135066
"loglinear",0.2
"loglinear",0.285365303548526
"loglinear",0.2
"loglinear",0.236878109871571
"loglinear",0.401779676174072
"loglinear",0.209527962309819
"loglinear",0.328122067413939
"loglinear",0.2
"loglinear",0.259140664367608
"loglinear",0.240246225565217
"loglinear",0.234659185362805
"loglinear",0.531468777527634
"loglinear",0.440175530888284
"loglinear",0.255789507812674
"loglinear",0.2
"loglinear",0.2
"loglinear",0.241929144630356
"loglinear",0.604335365051
"loglinear",0.662696586406626
"loglinear",0.263416334275776
"loglinear",0.219298053661767
"loglinear",0.217597096757852
"loglinear",0.342100168778262
"loglinear",0.290644255218628
"loglinear",0.41739878585052
"loglinear",0.488910493109373
"loglinear",0.388546873967545
"loglinear",0.432966568637477
"loglinear",0.371365842396492
"loglinear",0.406344178667908
"loglinear",0.399557608830159
"loglinear",0.450351289667698
"loglinear",0.47050460227668
"loglinear",0.547706735711822
"loglinear",0.351125033000421
"loglinear",0.290230285736525
"loglinear",0.400048046738682
"loglinear",0.2
"loglinear",0.411885828535302
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.24536352280214
"loglinear",0.547706735711822
"loglinear",0.681591025209017
"loglinear",0.2
"loglinear",0.2
"loglinear",0.439838802825125
"loglinear",0.256579404705964
"loglinear",0.316801024435772
"loglinear",0.2
"loglinear",0.2
"loglinear",0.66076100619506
"loglinear",0.308420027174948
"loglinear",0.340247107170077
"loglinear",0.296152605438807
"loglinear",0.2
"loglinear",0.572885164346338
"loglinear",0.2
"loglinear",0.353655616844377
"loglinear",0.313406664898986
"loglinear",0.2
"loglinear",0.653301322856035
"loglinear",0.337817753003806
"loglinear",0.224050906931167
"loglinear",0.539327946167145
"loglinear",0.284869107058947
"loglinear",0.2
"loglinear",0.490404947049948
"loglinear",0.611944330763763
"loglinear",0.538593013563299
"loglinear",0.2
"loglinear",0.2
"loglinear",0.395463755123355
"loglinear",0.347178316118639
"loglinear",0.2
"loglinear",0.2
"loglinear",0.677142216418499
"loglinear",0.499761670384024
"loglinear",0.261672226279966
"loglinear",0.502488184956639
"loglinear",0.62868660364848
"loglinear",0.866737972457052
"loglinear",0.205917036491775
"loglinear",0.2
"loglinear",0.343193763099341
"loglinear",0.2
"loglinear",0.2
"loglinear",0.342255820168285
"loglinear",0.39358204278651
"loglinear",0.347178316118639
"loglinear",0.2
"loglinear",0.270643090685138
"loglinear",0.317567829442291
"loglinear",0.563627180767199
"loglinear",0.2
"loglinear",0.406344178667908
"loglinear",0.2
"loglinear",0.410544249442093
"loglinear",0.323337417213328
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.329663886808142
"loglinear",0.2
"loglinear",0.352468389052811
"loglinear",0.207306106044352
"loglinear",0.2
"loglinear",0.2
"loglinear",0.249416638850692
"loglinear",0.2
"loglinear",0.235461580707454
"loglinear",0.2
"loglinear",0.2
"loglinear",0.469226157413691
"loglinear",0.658854533558239
"loglinear",0.2
"loglinear",0.260686261171134
"loglinear",0.279440471689803
"loglinear",0.395463755123355
"loglinear",0.220246374427595
"loglinear",0.347664988659655
"loglinear",0.320813732324722
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.222527480269726
"loglinear",0.4411911147538
"loglinear",0.200457224447195
"loglinear",0.219593642607165
"loglinear",0.264930622181094
"loglinear",0.58287284972844
"loglinear",0.376974632485222
"loglinear",0.2
"loglinear",0.3307971058952
"loglinear",0.299554037745548
"loglinear",0.34055407594293
"loglinear",0.2
"loglinear",0.2
"loglinear",0.207736592166803
"loglinear",0.2
"loglinear",0.327012405701602
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.214318915317416
"loglinear",0.698519873611218
"loglinear",0.2
"loglinear",0.46062079075639
"loglinear",0.686201643901845
"loglinear",0.255474921940962
"loglinear",0.387875497069756
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.234326347048109
"loglinear",0.637967187823319
"loglinear",0.440513155698343
"loglinear",0.264171217333915
"loglinear",0.230012863596929
"loglinear",0.9
"loglinear",0.555836317789178
"loglinear",0.384353658345507
"loglinear",0.511629299325059
"loglinear",0.2
"loglinear",0.637967187823319
"loglinear",0.641218084949344
"loglinear",0.565425481007313
"loglinear",0.376974632485222
"loglinear",0.410544249442093
"loglinear",0.2
"loglinear",0.391727851911018
"loglinear",0.370584465246577
"loglinear",0.399557608830159
"loglinear",0.28606325756361
"loglinear",0.451452118939487
"loglinear",0.641218084949344
"loglinear",0.212739106198737
"loglinear",0.34493155785228
"loglinear",0.214035358855551
"loglinear",0.84041386050426
"loglinear",0.304313021629386
"loglinear",0.848595927799195
"loglinear",0.2
"loglinear",0.556678699900047
"loglinear",0.518945446796785
"loglinear",0.312295111386497
"loglinear",0.25099903019094
"loglinear",0.470933631590517
"loglinear",0.706529571007065
"loglinear",0.359764481203365
"loglinear",0.2
"loglinear",0.20698419802227
"loglinear",0.306056901137215
"loglinear",0.344613818234208
"loglinear",0.541558717014956
"loglinear",0.658854533558239
"loglinear",0.430443539274534
"loglinear",0.512819712214449
"loglinear",0.281545513943896
"loglinear",0.9
"loglinear",0.641218084949344
"loglinear",0.9
"loglinear",0.378623792728867
"loglinear",0.453682875166235
"loglinear",0.375751683697444
"loglinear",0.427054374012599
"loglinear",0.286263380795771
"loglinear",0.495517657651512
"loglinear",0.270024875396192
"loglinear",0.9
"loglinear",0.575799730436126
"loglinear",0.9
"loglinear",0.2
"loglinear",0.252294639123043
"loglinear",0.254379978319563
"loglinear",0.214830920667239
"loglinear",0.295397008235144
"loglinear",0.581837921195499
"loglinear",0.301571767994817
"loglinear",0.503040595596439
"loglinear",0.223012987962173
"loglinear",0.625738144217694
"loglinear",0.290540636053686
"loglinear",0.408164612590026
"loglinear",0.477097667053333
"loglinear",0.812124158151278
"loglinear",0.282903516658756
"loglinear",0.275516298621075
"loglinear",0.274508300210996
"loglinear",0.2
"loglinear",0.422280989806017
"loglinear",0.58287284972844
"loglinear",0.374339662277153
"loglinear",0.402529105201226
"loglinear",0.524723674048962
"loglinear",0.262085318992306
"loglinear",0.238929579249762
"loglinear",0.208710563983395
"loglinear",0.222952197723056
"loglinear",0.504712418169249
"loglinear",0.326874378424769
"loglinear",0.491917227899148
"loglinear",0.2
"loglinear",0.221441838648641
"loglinear",0.887916762093309
"loglinear",0.686201643901845
"loglinear",0.2
"loglinear",0.580811372742626
"loglinear",0.9
"loglinear",0.306761225400136
"loglinear",0.800040920244587
"loglinear",0.351627124909158
"loglinear",0.783834455798296
"loglinear",0.343507959149252
"loglinear",0.491917227899148
"loglinear",0.310221735014714
"loglinear",0.492425357001212
"loglinear",0.9
"loglinear",0.361203109179376
"loglinear",0.2
"loglinear",0.2
"loglinear",0.537135778654331
"loglinear",0.262749079886802
"loglinear",0.303278093096445
"loglinear",0.365059078102314
"loglinear",0.225221079330956
"loglinear",0.9
"loglinear",0.267409004575875
"loglinear",0.255317921250619
"loglinear",0.2
"loglinear",0.327150583416915
"loglinear",0.311926748779889
"loglinear",0.441872718767928
"loglinear",0.2
"loglinear",0.568171683139755
"loglinear",0.236336611808624
"loglinear",0.415441864330722
"loglinear",0.51341913669402
"loglinear",0.424347266717672
"loglinear",0.431069604948063
"loglinear",0.419960045512164
"loglinear",0.2
"loglinear",0.2
"loglinear",0.575799730436126
"loglinear",0.590364026805361
"loglinear",0.60189725065523
"loglinear",0.876885630152177
"loglinear",0.2
"loglinear",0.591471265644696
"loglinear",0.415164753747717
"loglinear",0.578782880807407
"loglinear",0.39906906086046
"loglinear",0.769466867057739
"loglinear",0.414062329051095
"loglinear",0.2
"loglinear",0.448537552849699
"loglinear",0.715079644485653
"loglinear",0.357636687907035
"loglinear",0.40227880296543
"loglinear",0.298006596931829
"loglinear",0.27224676965282
"loglinear",0.670748691577162
"loglinear",0.727458058407525
"loglinear",0.2
"loglinear",0.2
"loglinear",0.312418137151852
"loglinear",0.342567697425812
"loglinear",0.393815735094614
"loglinear",0.2
"loglinear",0.60189725065523
"loglinear",0.37314175061266
"loglinear",0.825481557951372
"loglinear",0.818627021542945
"loglinear",0.2
"loglinear",0.492935530893904
"loglinear",0.533564330052224
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.514021408806508
"loglinear",0.2
"loglinear",0.201633234069001
"loglinear",0.348807876359347
"loglinear",0.887916762093309
"loglinear",0.2
"loglinear",0.2
"loglinear",0.274052755196062
"loglinear",0.2
"loglinear",0.461814941261054
"loglinear",0.322535027211527
"loglinear",0.63170527105074
"loglinear",0.237490072642672
"loglinear",0.496040454438748
"loglinear",0.330229230180878
"loglinear",0.466707305526736
"loglinear",0.444986114987315
"loglinear",0.271353333670176
"loglinear",0.217772003257771
"loglinear",0.202872117294911
"loglinear",0.213075983388761
"loglinear",0.2
"loglinear",0.636372474453834
"loglinear",0.452191351595169
"loglinear",0.706529571007065
"loglinear",0.488910493109373
"loglinear",0.857342708906461
"loglinear",0.518945446796785
"loglinear",0.431069604948063
"loglinear",0.392419999442311
"loglinear",0.2
"loglinear",0.319896463377699
"loglinear",0.698519873611218
"loglinear",0.551706374710081
"loglinear",0.9
"loglinear",0.2
"loglinear",0.605572233800656
"loglinear",0.305356468188415
"loglinear",0.698519873611218
"loglinear",0.2
"loglinear",0.2
"loglinear",0.359943419893973
"loglinear",0.744852147850184
"loglinear",0.721117835245026
"loglinear",0.73760571610265
"loglinear",0.244568220248925
"loglinear",0.70380305643445
"loglinear",0.304659883791719
"loglinear",0.9
"loglinear",0.309859339223647
"loglinear",0.65512549880626
"loglinear",0.22809967777394
"loglinear",0.2
"loglinear",0.401034651260651
"loglinear",0.209966072607581
"loglinear",0.323337422556176
"loglinear",0.381350315564969
"loglinear",0.411616374573615
"loglinear",0.359764481203365
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.290437101510366
"loglinear",0.2
"loglinear",0.386764376537205
"loglinear",0.2
"loglinear",0.2
"loglinear",0.23599934626987
"loglinear",0.2
"loglinear",0.239205633885234
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.292208792243013
"loglinear",0.2
"loglinear",0.350958109946353
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.502488184956639
